1,255125135352512331254444,355335144342523432354444
0,412514135543124353555234,422535135454225353545335
0,324422541241522133153535,325423442352522343253445
1,455321325242315214354244,544432434352425235455344
0,231125542154315422433245,331334453255315522444254
1,332425124425555453312235,433434234524555443422334
1,154135114235134541434235,154345234235244542445335
1,543354311441252341553212,454345312542253351444212
0,315433252422335153455113,325433252523335143445214
1,151352235553534535543535,343452245543434534443544
1,115423321424244324924423,227434431437247337734434
1,414732371237114722337143,717732472244127423447243
1,331312224321621321226236,633633326622933332226339
1,293992119921692396926993,363693326623962366636563
1,555223632633355512515631,565223533663666622535542
1,212451441511224315323344,322551441411234415333354
0,254331213121445251555225,345333233132444241454324
1,325213123131341534523333,425224124343441434534333
0,423545253532312241454445,434544244543322251555555
1,443111122231131443222142,454233322243241454333242
1,215352635335133225212351,324453445435234235312342
0,531113411553343514513133,442113423444454435524144
0,235152421123212551532354,244152433334323542533354
1,353324244525133544343242,453434244534234544453243
1,131314544325344223225534,342334554425355223224535
1,343324552435335255522343,353324553434435255422444
1,153312455553455345242131,253423444543454345243133
1,514343524522532123412523,535443424433443224522533
1,353231253241245213221313,344343254251255313322434
0,533252121141425435113432,443253133252525434223543
1,531251244345124144513522,443253345344135354523432
1,332255332245311522142211,433344433255322433352323
1,311513531453443514325544,412524542443554434435555
1,443345323352214125454224,444454323442225235454335
0,311342155455144443553455,433453255445144453444554
0,111525144334241352243154,133525355444342343243154
1,311141134222555223523535,322252344332454333534545
1,252243122525113531453222,352354122435313443454333
1,234454433543554233445342,235545543554554343555442
1,312153211344114311241223,422343233445325331243334
1,554143123522424455351533,554154234522425454353433
0,454142313454451321513311,455352334554543423523413
0,345212415533211253133524,355213414544323353243524
0,333442532232423342243554,433442532232433353254445
1,433533553442243233223131,543434543453343244234333
0,325554441511353522513415,424545443421454432524434
1,531531434331552324445541,432541544443443334544552
1,252142143153113132315345,253252143354234132324454
0,433522121225555145411353,433433231325554354533443
1,525225313151251245323524,425224424153252355423425
0,335352242154254423312251,344443253345344533312353
0,152415331541433221533424,142524431443534331443534
1,452253113533221355232143,443243234533222454232254
1,113323213122534453425552,213424313332435543534453
1,134434333511232315253143,345444344513342435253254
1,245541144132251153535544,255541155242342143545454
0,333145243143222432415542,444254253343323433515453
0,343324311312533342234133,353435311412534452245344
0,555352443254142141452311,454352554255242352553332
0,555315331122434425521152,445415333133535524523153
0,432315134243255225155454,533415244343344334345555
0,235352555133414332112335,245342554233434433312444
1,324351154254511255551235,424443254245511254453335
0,353513342115545334144422,354523353324454435355522
1,143312225354434154311434,144432224354534355313444
1,115432325113352433154424,225433325133343533145425
0,334123451251323413152551,435133551351433514143552
0,523425513111553353123455,434525413113444444223445
0,122242141324245435513153,222352242434345444533143
0,323153534541255331433233,323153435451255443543344
0,242313451514411555541531,253324541424432445451442
0,111211454113533213112212,113221454133533314312232
1,324322543125343134432333,434432543325343134443443
1,511241142153454545411414,513352253354545454423424
1,545412124221212541152413,554433334333233451342424
1,212541522113345442341342,233442433323345543353353
1,521541353334234251232351,531441443445345242343353
0,313424115222343121343533,433524115323444221444533
0,144111452555315223523453,154323543454334234524454
0,151555214332425123231224,253455214442425124333325
1,332353211531152311421523,332443222533243422532533
1,431312455544521155533222,431432444444523254444332
0,431313452344445353311332,543314553354544444411343
0,541235122233511314545331,551244332343532414445431
0,545251455315442144313555,555252445314542345413445
1,513214524452223122433514,414234524553324132433415
0,435525221412315524215212,535534222522435525214233
0,442511334212122332234252,553411435213232343235253
1,115231123214254241145225,224231324215255253145225
1,423141331533122233533554,533151433534132243434545
1,454345552234132551325453,455454442235132553435554
0,252452441121434344124153,342452551333435454234153
1,233414252142352233433511,344525343152453243444431
0,111221131234521545253543,211321333235523554353553
1,512242523213445125114234,532242534233545334235344
0,525343232311452351423343,434444242333443442434353
1,535242343143431411151442,545242354344431413352543
0,433334253225511141335243,543434344224532152445254
0,542513545111135422241253,453414444323145522341244
1,453144142253241454454321,553154252253243545444321
1,324525352231522415453511,325424443232423515544432
1,325225341215335341115335,335225452214345451234444
0,141345355234344244122154,252454354234445354332345
0,334252153113212315131234,334253353334232335142345
1,545531543315212234413314,545441453325232234414314
1,545521525434444411412151,554433425445555433532151
1,211214521241135232322114,233325521241135342322124
1,443134513311323122121234,443134513422433122222344
0,552441255543542351232511,453451255444443352243512
0,344122231121531534135521,345133242132442544334422
0,123115453445232152335321,233235454445332142345323
0,224335544552553313424424,334445554453544424435525
0,312544313443533232412131,332444424553443333522131
0,245152551332453535312443,345253443433553435332544
1,525331154553511121333235,424331344553413121344344
1,431452134355542255515244,541543335455543244524255
0,453534145123511222411421,554434144334432333413531
0,134252232341441122541422,244243233452442233451422
0,155212234355325225514425,144333245455435224525424
0,524313335534555155255324,435334344544554345345435
0,345233415311131332313434,344334434411142333324435
0,335452233254324241534523,444552243244325241535524
1,525445424333124315231212,525455425344225324332312
0,324221322132234335431125,334331333332235345532334
1,251115225411531525344555,342235225532542434344544
0,322212354515212334431231,322312345415213334543232
1,232154125243521553114154,233144334243533553115245
1,153544543142321322113251,153445454152332422234353
1,535444444422134331542552,435555555532345333453552
0,454323244214424141222435,454433344224425241332434
0,211243534332534551441154,223254544333434442441355
0,554425351212322544552414,544534343313433445442434
1,511251122451324122433234,523343123551335133434335
1,153313112523523532245153,253414213424434543344353
0,424554221344444132523543,534555333444444333534454
0,153522424133532552451343,343433525134442452552344
0,512125143331554424344341,423335143341454435444342
1,222245515153353535522255,332344414353353535432344
0,111233143232313255533421,312344354233323254543521
0,311434251253313241134251,332545342243333242345352
1,211551152453423534111151,332453242544424535131352
0,134131255214513355514353,244343244225534445434354
0,411312531115214143353515,512333531215314154453424
0,433452525535213155454224,544553534444333145544334
0,535412444131445215442233,534423444333544235443333
0,514125112343511521422453,415134213444413431533443
0,143414523135114251441451,243435524135225353552541
0,552252324531152422511323,552242324432353423513434
1,221412535255542313253345,223522544355442433243345
1,535413135114454154212143,545514335235445245212243
0,554221551442331541255214,455322552453331453345234
0,521134444314425552151525,431345455424534442342435
1,325445114253544321542151,425555125353455331453252
1,355231422425154453133434,344342523535244453144435
1,123211224525455535312251,223332224425454435332351
0,234113241532421425333233,334213341432523535333333
1,315445421114445125515232,315454432215554125435342
0,124423333514325242212232,324423344435334343322232
1,254133445144541254335332,345344555145553255445342
0,451354451315342532211415,542355543424442532321515
0,335545144121252321122333,344545244321242422123434
1,455155434524343313434535,554244534434453323534445
0,355234235554154455533212,354334235545255444544222
1,354321255314225521555142,455421345315235522444143
0,323521422433325314534143,324433433444424414435243
1,341115135412255243545554,442234335412345344444444
0,542114341341422533552542,552215453352533534442442
1,512312154321321445114125,413322154421333555135225
1,511514452145244321525511,512524453154245321525433
1,453233211433551351224254,453233321534541353224244
1,153351252345125211532113,243353252354135222442333
0,252413313533151215145525,252414314533341225144425
1,235232555223224144444152,334232554233224344554143
1,243244415424545335335122,343245534424455335345333
1,422321245125553145421423,423432254224544355523523
0,541143544153533452325354,542353545244543453334455
0,455134332215423134135551,455244333314423145335441
0,314512321325215413135112,325423431434225413335132
0,124254425341351444413253,234344425353341554534354
1,454132213112535532323451,555242334322544432423441
1,241533354451221322215124,251443355552332333235335
1,431421143221555343412111,543531353323444443432132
0,132522533151224513325522,232522433252324414334533
1,431412323154315452121254,441412434255425542123254
1,442445233533135131222254,443554244443135343223354
1,541424344154314531421235,453425354344424531422344
0,214351552522433425145344,215451542432444434355344
0,433112443512421322242151,444313554422522332352352
1,231212315443213234545524,343322335544333344544425
0,443235144424254143533342,543234144424254143434342
1,511155331142135121421422,421355441252134332431432
1,311552545551255133515415,421443554453345143434434
1,532553535232513244244324,432543535233414354345334
0,331212341235433122551233,331222353344544222553243
1,544115224544253443455232,445234335555354453444233
1,322422211314232143115514,322423331415332354325425
0,413135245511433213315313,533234245411434314434423
0,314541134152134332421415,315543144142344342422525
0,255112213312414234353355,354312213422524244453344
0,231341433451433253434244,331442544443533253534245
0,325353432542435133255251,325354532443435333344343
1,224511523145452551552222,334511523344443443542223
1,354244234244153242421524,444344335344353252532524
0,555224412154124253424413,545224512155234353525423
1,335411422245244414223231,335413422354355414224332
1,351441355253551413334433,341541455344542423444534
0,532231431554442422352423,432333531554442433443423
1,351134434451332414425521,353344444552443525424531
1,112344211243523351533312,132354212354433343534332
0,312311213354455445541124,412332233455455545441225
0,431232311234234142315414,443233433244235153314535
1,115443522532411124132233,214553522543431124342243
0,454144115521422542341513,444154234423533542452414
1,115451145311554325312134,115541354431445325323344
0,432443352131345422352335,442554443233345522352345
0,321135533421153131242223,423144534422154133343324
1,524542315325224122323555,524552425324334222423555
0,155113523415522512153355,155123534415532433344444
1,535341233554244345125354,535453243445355344124345
1,142114542142122225415525,142115443243132335435525
1,525441312154351312352255,435452432144453423452244
0,332115533212511343245235,432135444233521343345334
1,112241151355122254434433,333343152345332345434443
0,542354245222454152224331,553354354223455152334442
0,453551541411314443424132,554543441413325454435133
0,453123442211522554523324,544223442223432545423434
0,321335433233242115525353,323435434343243124524444
1,215124313132254351132552,315225423343255353133553
1,253535243324132221144145,354435343335142232145244
0,523153542433152443551445,434143542433152543442454
1,521342454525235124235144,532452455435334134235245
1,155442331322432125434344,154543441322543224544444
1,334445513131152531154441,445554434141142433355453
